ip,port,location,ping,type,anonymity
36.66.61.241,4145,Indonesia,1200,SOCKS4,High
103.215.16.254,4145,Indonesia,1320,SOCKS4,High
103.40.123.158,4145,Indonesia,1200,SOCKS4,High
103.23.101.193,4145,Indonesia,1200,SOCKS4,High
180.250.53.103,4145,Indonesia,1320,SOCKS4,High
103.28.53.253,4145,Indonesia,1100,SOCKS4,High
202.154.181.218,8080,Indonesia,2560,HTTP,No
202.169.236.215,4145,Indonesia,1200,SOCKS4,High
103.197.92.102,4145,Indonesia,1620,SOCKS4,High
103.232.64.228,4145,Indonesia,1100,SOCKS4,High
182.253.225.139,4145,Indonesia,1100,SOCKS4,High
114.129.18.178,4145,Indonesia,1340,SOCKS4,High
103.18.132.167,4145,Indonesia,1160,SOCKS4,High
203.190.43.142,4145,Indonesia,1360,SOCKS4,High
103.253.1.193,4145,Indonesia,1380,SOCKS4,High
103.28.23.226,4145,Indonesia,1520,SOCKS4,High
117.102.94.77,4145,Indonesia,1200,SOCKS4,High
103.18.78.29,4145,Indonesia,1120,SOCKS4,High
117.20.57.92,4145,Indonesia,1600,SOCKS4,High
116.68.249.186,4145,Indonesia,1200,SOCKS4,High
103.197.93.2,4145,Indonesia,1560,SOCKS4,High
116.0.6.14,4145,Indonesia,1940,SOCKS4,High
103.95.160.5,4145,Indonesia,1120,SOCKS4,High
103.255.240.230,4145,Indonesia,1400,SOCKS4,High
202.56.167.57,4145,Indonesia,2140,SOCKS4,High
182.253.93.4,4145,Indonesia,1240,SOCKS4,High
182.253.192.205,4145,Indonesia,1160,SOCKS4,High
120.29.158.90,4145,Indonesia,1160,SOCKS4,High
119.252.166.42,4145,Indonesia,1580,SOCKS4,High
114.199.92.110,4145,Indonesia,1140,SOCKS4,High
114.199.105.186,4145,Indonesia,1180,SOCKS4,High
103.85.67.94,4145,Indonesia,1300,SOCKS4,High
103.8.59.1,4145,Indonesia,1180,SOCKS4,High
103.197.191.74,4145,Indonesia,1280,SOCKS4,High
103.85.67.94,4145,Indonesia,1300,SOCKS4,High
103.8.59.1,4145,Indonesia,1180,SOCKS4,High
103.197.191.74,4145,Indonesia,1280,SOCKS4,High
103.241.178.22,4145,Indonesia,1360,SOCKS4,High
103.232.66.154,4145,Indonesia,1120,SOCKS4,High
103.251.14.3,4145,Indonesia,1640,SOCKS4,High
114.7.163.66,4145,Indonesia,1300,SOCKS4,High
103.40.122.146,4145,Indonesia,1220,SOCKS4,High
114.7.5.86,4145,Indonesia,2380,SOCKS4,High
203.190.113.199,4145,Indonesia,1560,SOCKS4,High
103.77.249.133,4145,Indonesia,1100,SOCKS4,High
103.228.118.149,4145,Indonesia,1180,SOCKS4,High
103.229.163.10,4145,Indonesia,1220,SOCKS4,High
202.169.242.240,4145,Indonesia,1280,SOCKS4,High
203.128.73.118,4145,Indonesia,1200,SOCKS4,High
116.0.6.129,4145,Indonesia,1140,SOCKS4,High
114.129.17.36,4145,Indonesia,1320,SOCKS4,High
103.95.8.145,4145,Indonesia,1200,SOCKS4,High
103.28.113.193,4145,Indonesia,1460,SOCKS4,High
103.77.204.63,4145,Indonesia,1320,SOCKS4,High
182.253.121.174,4145,Indonesia,1420,SOCKS4,High
112.78.35.146,4145,Indonesia,1160,SOCKS4,High
103.228.119.129,4145,Indonesia,3160,SOCKS4,High
103.16.132.195,4145,Indonesia,1180,SOCKS4,High
103.217.172.26,4145,Indonesia,1120,SOCKS4,High
203.160.59.185,4145,Indonesia,2260,SOCKS4,High
202.50.202.85,4145,Indonesia,1200,SOCKS4,High
202.169.246.211,4145,Indonesia,1280,SOCKS4,High
124.40.252.6,4145,Indonesia,3000,SOCKS4,High
119.2.88.77,4145,Indonesia,1100,SOCKS4,High
103.52.3.33,4145,Indonesia,1080,SOCKS4,High
103.23.100.129,4145,Indonesia,1200,SOCKS4,High
202.129.189.1,4145,Indonesia,1120,SOCKS4,High
182.253.78.2,4145,Indonesia,1320,SOCKS4,High
119.2.88.177,4145,Indonesia,1160,SOCKS4,High
103.77.248.1,4145,Indonesia,1120,SOCKS4,High
27.131.6.85,4145,Indonesia,1180,SOCKS4,High
103.15.226.250,4145,Indonesia,1100,SOCKS4,High
36.89.10.41,4145,Indonesia,1300,SOCKS4,High
120.29.158.142,4145,Indonesia,1440,SOCKS4,High
43.245.187.126,4145,Indonesia,1120,SOCKS4,High
43.248.24.122,4145,Indonesia,1240,SOCKS4,High
43.248.24.68,4145,Indonesia,1240,SOCKS4,High
121.101.131.95,4145,Indonesia,1260,SOCKS4,High
117.74.121.204,4145,Indonesia,1380,SOCKS4,High
114.199.92.2,4145,Indonesia,1120,SOCKS4,High
103.95.8.188,4145,Indonesia,1220,SOCKS4,High
103.230.48.157,4145,Indonesia,1220,SOCKS4,High
103.229.163.8,4145,Indonesia,1200,SOCKS4,High
103.228.118.33,4145,Indonesia,1160,SOCKS4,High
103.232.33.224,4145,Indonesia,1100,SOCKS4,High
45.115.67.145,4145,Indonesia,1260,SOCKS4,High
203.89.25.154,4145,Indonesia,1100,SOCKS4,High
103.57.195.89,4145,Indonesia,1280,SOCKS4,High
103.247.100.154,4145,Indonesia,1160,SOCKS4,High
103.229.163.26,4145,Indonesia,1200,SOCKS4,High
122.129.197.77,4145,Indonesia,1180,SOCKS4,High
116.254.100.153,4145,Indonesia,980,SOCKS4,High
103.80.238.94,4145,Indonesia,1320,SOCKS4,High
103.113.3.222,4145,Indonesia,1420,SOCKS4,High
122.129.198.33,4145,Indonesia,1180,SOCKS4,High
119.2.88.69,4145,Indonesia,1140,SOCKS4,High
103.18.78.194,4145,Indonesia,1080,SOCKS4,High
103.14.21.177,4145,Indonesia,1240,SOCKS4,High
103.206.255.200,4145,Indonesia,1200,SOCKS4,High
36.67.22.10,4145,Indonesia,1500,SOCKS4,High
180.241.107.215,4145,Indonesia,1200,SOCKS4,High
202.51.106.161,4145,Indonesia,1000,SOCKS4,High
182.253.225.141,4145,Indonesia,1100,SOCKS4,High
117.20.62.212,4145,Indonesia,1220,SOCKS4,High
36.37.106.57,4145,Indonesia,3920,SOCKS4,High
202.58.192.87,4145,Indonesia,1340,SOCKS4,High
180.235.148.65,4145,Indonesia,1100,SOCKS4,High
122.200.146.105,4145,Indonesia,1240,SOCKS4,High
103.94.4.138,4145,Indonesia,1540,SOCKS4,High
103.244.204.149,4145,Indonesia,1260,SOCKS4,High
36.67.211.203,4145,Indonesia,1300,SOCKS4,High
122.129.197.65,4145,Indonesia,1220,SOCKS4,High
114.6.160.49,4145,Indonesia,1360,SOCKS4,High
103.77.78.205,4145,Indonesia,1120,SOCKS4,High
103.60.180.130,4145,Indonesia,1300,SOCKS4,High
101.0.4.98,4145,Indonesia,1140,SOCKS4,High
103.23.34.21,4145,Indonesia,1140,SOCKS4,High
103.248.248.237,4145,Indonesia,1440,SOCKS4,High
112.78.43.58,4145,Indonesia,3380,SOCKS4,High
202.56.167.1,4145,Indonesia,1240,SOCKS4,High
202.152.135.251,4145,Indonesia,1660,SOCKS4,High
114.129.17.38,4145,Indonesia,1360,SOCKS4,High
103.252.13.153,4145,Indonesia,4900,SOCKS4,High
103.247.103.50,4145,Indonesia,1220,SOCKS4,High
43.254.127.3,4145,Indonesia,1020,SOCKS4,High
203.176.182.161,4145,Indonesia,1300,SOCKS4,High
182.16.168.125,4145,Indonesia,1000,SOCKS4,High
117.102.93.138,4145,Indonesia,1180,SOCKS4,High
116.254.102.163,4145,Indonesia,1240,SOCKS4,High
112.78.35.152,4145,Indonesia,1160,SOCKS4,High
103.30.95.38,4145,Indonesia,1160,SOCKS4,High
103.214.53.25,4145,Indonesia,1120,SOCKS4,High
103.232.65.78,4145,Indonesia,1120,SOCKS4,High
103.52.3.1,4145,Indonesia,1380,SOCKS4,High
103.28.115.58,4145,Indonesia,1260,SOCKS4,High
122.248.38.122,4145,Indonesia,1400,SOCKS4,High
121.101.130.17,4145,Indonesia,1320,SOCKS4,High
103.109.3.3,4145,Indonesia,1400,SOCKS4,High
103.113.3.98,4145,Indonesia,1520,SOCKS4,High
36.66.212.154,4145,Indonesia,2200,SOCKS4,High
139.255.119.130,4145,Indonesia,980,SOCKS4,High
119.2.88.53,4145,Indonesia,1160,SOCKS4,High
117.102.112.130,4145,Indonesia,1260,SOCKS4,High
202.162.215.162,4145,Indonesia,1660,SOCKS4,High
36.67.95.127,4145,Indonesia,1400,SOCKS4,High
103.77.156.4,4145,Indonesia,1240,SOCKS4,High
121.101.130.42,4145,Indonesia,1320,SOCKS4,High
43.247.33.237,4145,Indonesia,2260,SOCKS4,High
122.129.198.117,4145,Indonesia,1220,SOCKS4,High
103.17.244.129,4145,Indonesia,1180,SOCKS4,High
103.232.243.74,4145,Indonesia,1640,SOCKS4,High
101.0.4.137,4145,Indonesia,1000,SOCKS4,High
43.247.33.229,4145,Indonesia,2500,SOCKS4,High
203.174.12.29,4145,Indonesia,1180,SOCKS4,High
163.53.193.129,4145,Indonesia,1040,SOCKS4,High
120.89.88.253,4145,Indonesia,1240,SOCKS4,High
119.82.240.124,4145,Indonesia,1120,SOCKS4,High
116.254.103.35,4145,Indonesia,1180,SOCKS4,High
103.11.135.177,4145,Indonesia,1300,SOCKS4,High
43.249.140.89,4145,Indonesia,1140,SOCKS4,High
103.57.195.93,4145,Indonesia,1300,SOCKS4,High
36.66.216.82,4145,Indonesia,1200,SOCKS4,High
122.200.146.113,4145,Indonesia,1220,SOCKS4,High
103.52.2.41,4145,Indonesia,1340,SOCKS4,High
119.2.88.25,4145,Indonesia,1120,SOCKS4,High
116.0.5.29,4145,Indonesia,1200,SOCKS4,High
110.232.83.118,4145,Indonesia,1140,SOCKS4,High
203.190.113.200,4145,Indonesia,1500,SOCKS4,High
202.93.225.170,4145,Indonesia,1240,SOCKS4,High
202.51.110.114,4145,Indonesia,1000,SOCKS4,High
103.40.54.103,4145,Indonesia,1140,SOCKS4,High
36.66.121.29,4145,Indonesia,1160,SOCKS4,High
103.95.8.241,4145,Indonesia,2240,SOCKS4,High
103.9.124.14,4145,Indonesia,1220,SOCKS4,High
103.53.3.149,4145,Indonesia,1140,SOCKS4,High
103.101.52.198,4145,Indonesia,1200,SOCKS4,High
103.95.160.1,4145,Indonesia,1760,SOCKS4,High
36.67.57.11,4145,Indonesia,1160,SOCKS4,High
202.51.106.97,4145,Indonesia,960,SOCKS4,High
182.253.81.130,4145,Indonesia,1240,SOCKS4,High
202.93.228.150,4145,Indonesia,1240,SOCKS4,High
182.253.225.142,4145,Indonesia,1100,SOCKS4,High
119.2.66.205,4145,Indonesia,1120,SOCKS4,High
103.75.100.229,4145,Indonesia,1240,SOCKS4,High
103.31.225.69,4145,Indonesia,1100,SOCKS4,High
210.57.209.134,4145,Indonesia,1200,SOCKS4,High
203.190.43.229,4145,Indonesia,1300,SOCKS4,High
203.148.84.214,4145,Indonesia,1240,SOCKS4,High
103.230.48.155,4145,Indonesia,1220,SOCKS4,High
103.18.132.141,4145,Indonesia,1320,SOCKS4,High
103.57.195.109,4145,Indonesia,1260,SOCKS4,High
116.0.6.249,4145,Indonesia,1180,SOCKS4,High
103.77.249.130,4145,Indonesia,1120,SOCKS4,High
103.234.209.1,4145,Indonesia,1100,SOCKS4,High
103.234.208.146,4145,Indonesia,1080,SOCKS4,High
103.214.53.1,4145,Indonesia,1120,SOCKS4,High
103.94.123.226,4145,Indonesia,1980,SOCKS4,High
103.195.18.10,4145,Indonesia,1180,SOCKS4,High
103.10.62.10,4145,Indonesia,1260,SOCKS4,High
180.178.104.142,4145,Indonesia,1200,SOCKS4,High
117.20.56.134,4145,Indonesia,1600,SOCKS4,High
114.6.176.179,4145,Indonesia,1540,SOCKS4,High
103.77.78.166,4145,Indonesia,1120,SOCKS4,High
103.40.122.202,4145,Indonesia,1260,SOCKS4,High
103.245.182.5,4145,Indonesia,1120,SOCKS4,High
103.40.54.40,4145,Indonesia,1100,SOCKS4,High
122.129.196.46,4145,Indonesia,1180,SOCKS4,High
203.128.74.227,4145,Indonesia,1240,SOCKS4,High
103.247.14.78,4145,Indonesia,1480,SOCKS4,High
124.109.21.5,4145,Indonesia,1280,SOCKS4,High
117.20.56.114,4145,Indonesia,1520,SOCKS4,High
114.7.194.131,4145,Indonesia,2560,SOCKS4,High
103.8.78.22,4145,Indonesia,1100,SOCKS4,High
103.23.102.1,4145,Indonesia,1200,SOCKS4,High
103.76.23.34,4145,Indonesia,1220,SOCKS4,High
103.16.133.130,4145,Indonesia,1240,SOCKS4,High
180.178.99.234,4145,Indonesia,1280,SOCKS4,High
117.102.224.186,4145,Indonesia,1220,SOCKS4,High
103.232.65.68,4145,Indonesia,1120,SOCKS4,High
36.67.93.209,4145,Indonesia,1380,SOCKS4,High
114.6.176.186,4145,Indonesia,1420,SOCKS4,High
203.153.28.35,4145,Indonesia,1120,SOCKS4,High
103.60.181.150,4145,Indonesia,1120,SOCKS4,High
103.241.4.186,4145,Indonesia,1620,SOCKS4,High
203.207.53.2,4145,Indonesia,1060,SOCKS4,High
182.253.79.69,4145,Indonesia,2560,SOCKS4,High
103.232.65.68,4145,Indonesia,1120,SOCKS4,High
36.67.93.209,4145,Indonesia,1380,SOCKS4,High
114.6.176.186,4145,Indonesia,1420,SOCKS4,High
203.153.28.35,4145,Indonesia,1120,SOCKS4,High
103.60.181.150,4145,Indonesia,1120,SOCKS4,High
103.241.4.186,4145,Indonesia,1620,SOCKS4,High
203.207.53.2,4145,Indonesia,1060,SOCKS4,High
182.253.79.69,4145,Indonesia,2560,SOCKS4,High
182.23.0.55,4145,Indonesia,1200,SOCKS4,High
103.95.8.193,4145,Indonesia,1260,SOCKS4,High
103.8.56.65,4145,Indonesia,1080,SOCKS4,High
103.241.178.29,4145,Indonesia,1240,SOCKS4,High
103.244.36.198,4145,Indonesia,2520,SOCKS4,High
103.75.209.50,4145,Indonesia,1320,SOCKS4,High
114.129.16.70,4145,Indonesia,1260,SOCKS4,High
124.40.250.9,4145,Indonesia,1240,SOCKS4,High
124.40.250.226,4145,Indonesia,1160,SOCKS4,High
103.224.101.109,4145,Indonesia,1100,SOCKS4,High
118.97.235.36,4145,Indonesia,3800,SOCKS4,High
119.110.119.46,4145,Indonesia,1100,SOCKS4,High
110.5.97.234,4145,Indonesia,2520,SOCKS4,High
103.234.209.19,4145,Indonesia,1140,SOCKS4,High
103.197.93.1,4145,Indonesia,1580,SOCKS4,High
103.232.33.49,4145,Indonesia,1120,SOCKS4,High
43.249.142.186,4145,Indonesia,1040,SOCKS4,High
202.51.96.106,4145,Indonesia,1020,SOCKS4,High
124.40.250.189,4145,Indonesia,1220,SOCKS4,High
124.40.250.134,4145,Indonesia,1280,SOCKS4,High
117.103.168.68,4145,Indonesia,1060,SOCKS4,High
103.28.58.145,4145,Indonesia,960,SOCKS4,High
103.40.121.42,4145,Indonesia,1180,SOCKS4,High
202.87.243.2,4145,Indonesia,1280,SOCKS4,High
118.98.215.10,4145,Indonesia,1200,SOCKS4,High
116.0.6.153,4145,Indonesia,1160,SOCKS4,High
116.0.3.221,4145,Indonesia,1180,SOCKS4,High
103.31.133.68,4145,Indonesia,1380,SOCKS4,High
36.65.16.123,4145,Indonesia,1360,SOCKS4,High
202.51.98.137,4145,Indonesia,1000,SOCKS4,High
202.169.248.174,4145,Indonesia,1400,SOCKS4,High
117.74.120.144,4145,Indonesia,1740,SOCKS4,High
103.28.56.89,4145,Indonesia,980,SOCKS4,High
203.160.57.251,4145,Indonesia,1240,SOCKS4,High
112.78.186.108,4145,Indonesia,1280,SOCKS4,High
103.86.139.201,4145,Indonesia,1200,SOCKS4,High
118.97.214.10,4145,Indonesia,1280,SOCKS4,High
103.228.118.117,4145,Indonesia,1220,SOCKS4,High
114.129.16.226,4145,Indonesia,1340,SOCKS4,High
120.29.153.174,4145,Indonesia,1380,SOCKS4,High
103.101.52.160,4145,Indonesia,1300,SOCKS4,High
203.190.116.2,4145,Indonesia,1380,SOCKS4,High
202.133.0.70,4145,Indonesia,1260,SOCKS4,High
183.91.68.83,4145,Indonesia,1220,SOCKS4,High
116.254.100.182,4145,Indonesia,1440,SOCKS4,High
114.129.17.34,4145,Indonesia,1300,SOCKS4,High
103.25.167.11,4145,Indonesia,1220,SOCKS4,High
101.255.73.178,4145,Indonesia,1140,SOCKS4,High
182.23.96.85,4145,Indonesia,1160,SOCKS4,High
122.129.197.89,4145,Indonesia,1180,SOCKS4,High
119.2.88.41,4145,Indonesia,1120,SOCKS4,High
103.83.179.153,4145,Indonesia,1180,SOCKS4,High
103.52.3.49,4145,Indonesia,1100,SOCKS4,High
36.78.162.125,9999,Indonesia,1180,SOCKS4,High
203.130.215.147,1080,Indonesia,1480,SOCKS4,High
103.31.45.105,4145,Indonesia,1260,SOCKS4,High
103.28.113.18,4145,Indonesia,1180,SOCKS4,High
103.84.144.227,4145,Indonesia,1160,SOCKS4,High
43.249.142.246,4145,Indonesia,1100,SOCKS4,High
101.0.5.6,4145,Indonesia,1080,SOCKS4,High
180.235.149.190,4145,Indonesia,1100,SOCKS4,High
122.129.198.137,4145,Indonesia,1180,SOCKS4,High
114.199.113.78,4145,Indonesia,1180,SOCKS4,High
103.16.132.189,4145,Indonesia,1200,SOCKS4,High
203.160.63.9,4145,Indonesia,1700,SOCKS4,High
103.60.182.190,4145,Indonesia,1360,SOCKS4,High
103.107.71.6,4145,Indonesia,1200,SOCKS4,High
103.210.121.58,4145,Indonesia,1480,SOCKS4,High
103.28.114.170,4145,Indonesia,1220,SOCKS4,High
36.67.187.79,4145,Indonesia,1360,SOCKS4,High
203.190.54.10,4145,Indonesia,1240,SOCKS4,High
117.103.69.6,4145,Indonesia,1400,SOCKS4,High
103.248.219.26,4145,Indonesia,1200,SOCKS4,High
103.81.221.203,4145,Indonesia,1140,SOCKS4,High
202.58.124.20,4145,Indonesia,1220,SOCKS4,High
45.121.43.1,4145,Indonesia,1180,SOCKS4,High
203.190.118.254,4145,Indonesia,1860,SOCKS4,High
27.131.7.189,4145,Indonesia,1200,SOCKS4,High
103.247.14.42,4145,Indonesia,1260,SOCKS4,High
36.67.61.203,4145,Indonesia,1160,SOCKS4,High
203.160.61.99,4145,Indonesia,1220,SOCKS4,High
203.148.85.245,4145,Indonesia,1260,SOCKS4,High
202.158.45.131,4145,Indonesia,1220,SOCKS4,High
180.250.248.76,4145,Indonesia,1300,SOCKS4,High
180.235.149.238,4145,Indonesia,1120,SOCKS4,High
180.178.96.75,4145,Indonesia,1180,SOCKS4,High
112.78.35.175,4145,Indonesia,1220,SOCKS4,High
43.251.96.201,4145,Indonesia,1040,SOCKS4,High
43.251.99.100,4145,Indonesia,1060,SOCKS4,High
103.19.109.139,4145,Indonesia,1020,SOCKS4,High
103.195.19.154,4145,Indonesia,2260,SOCKS4,High
103.14.45.117,4145,Indonesia,3240,SOCKS4,High
103.110.90.54,4145,Indonesia,1960,SOCKS4,High
203.190.43.226,4145,Indonesia,1340,SOCKS4,High
103.225.172.40,4145,Indonesia,1340,SOCKS4,High
103.234.209.18,4145,Indonesia,1120,SOCKS4,High
203.29.27.150,4145,Indonesia,1260,SOCKS4,High
203.190.113.112,4145,Indonesia,1200,SOCKS4,High
203.153.20.254,4145,Indonesia,1280,SOCKS4,High
103.245.182.9,4145,Indonesia,1200,SOCKS4,High
103.234.209.22,4145,Indonesia,1120,SOCKS4,High
103.234.208.159,4145,Indonesia,1160,SOCKS4,High
103.230.48.156,4145,Indonesia,1220,SOCKS4,High
103.231.203.129,4145,Indonesia,4220,SOCKS4,High
103.11.135.136,4145,Indonesia,1000,SOCKS4,High
43.248.212.1,4145,Indonesia,1100,SOCKS4,High
113.59.234.150,4145,Indonesia,1080,SOCKS4,High
103.253.1.197,4145,Indonesia,1380,SOCKS4,High
103.78.83.148,4145,Indonesia,1360,SOCKS4,High
202.50.202.90,4145,Indonesia,1200,SOCKS4,High
160.202.42.187,4145,Indonesia,1540,SOCKS4,High
116.68.248.90,4145,Indonesia,1340,SOCKS4,High
183.91.67.213,4145,Indonesia,1100,SOCKS4,High
182.23.96.83,4145,Indonesia,1220,SOCKS4,High
124.40.250.138,4145,Indonesia,1160,SOCKS4,High
119.2.88.89,4145,Indonesia,1160,SOCKS4,High
36.67.206.247,4145,Indonesia,1180,SOCKS4,High
180.250.248.74,4145,Indonesia,1340,SOCKS4,High
124.81.84.137,4145,Indonesia,1180,SOCKS4,High
103.26.209.142,4145,Indonesia,1160,SOCKS4,High
202.150.174.131,4145,Indonesia,1220,SOCKS4,High
103.95.8.128,4145,Indonesia,1200,SOCKS4,High
103.9.144.139,4145,Indonesia,1300,SOCKS4,High
103.36.11.161,4145,Indonesia,1280,SOCKS4,High
103.214.53.93,4145,Indonesia,1120,SOCKS4,High
103.15.242.145,4145,Indonesia,1180,SOCKS4,High
103.84.145.139,4145,Indonesia,1140,SOCKS4,High
43.249.143.146,4145,Indonesia,1200,SOCKS4,High
43.247.33.228,4145,Indonesia,1180,SOCKS4,High
202.62.12.142,4145,Indonesia,1140,SOCKS4,High
182.23.0.56,4145,Indonesia,1160,SOCKS4,High
116.254.100.165,4145,Indonesia,980,SOCKS4,High
103.80.82.48,4145,Indonesia,1320,SOCKS4,High
180.246.180.229,4145,Indonesia,1220,SOCKS4,High
103.80.80.209,4145,Indonesia,1400,SOCKS4,High
182.253.241.5,4145,Indonesia,1160,SOCKS4,High
117.20.60.87,4145,Indonesia,1300,SOCKS4,High
103.78.37.102,4145,Indonesia,1340,SOCKS4,High
103.232.67.130,4145,Indonesia,1120,SOCKS4,High
203.190.53.254,4145,Indonesia,1240,SOCKS4,High
124.40.250.229,4145,Indonesia,1260,SOCKS4,High
119.18.154.196,4145,Indonesia,1160,SOCKS4,High
114.7.21.210,4145,Indonesia,1520,SOCKS4,High
27.54.117.129,4145,Indonesia,1220,SOCKS4,High
203.148.85.253,4145,Indonesia,1240,SOCKS4,High
122.248.38.41,4145,Indonesia,1100,SOCKS4,High
103.76.200.99,4145,Indonesia,3120,SOCKS4,High
119.2.88.37,4145,Indonesia,1140,SOCKS4,High
117.74.125.228,4145,Indonesia,1260,SOCKS4,High
117.74.120.51,4145,Indonesia,1620,SOCKS4,High
103.95.160.253,4145,Indonesia,2080,SOCKS4,High
45.115.67.9,4145,Indonesia,1200,SOCKS4,High
103.95.160.25,4145,Indonesia,2160,SOCKS4,High
103.229.163.25,4145,Indonesia,1220,SOCKS4,High
202.138.226.249,4145,Indonesia,1040,SOCKS4,High
122.248.38.1,4145,Indonesia,1280,SOCKS4,High
114.129.17.43,4145,Indonesia,1340,SOCKS4,High
103.28.57.209,4145,Indonesia,960,SOCKS4,High
182.16.248.33,4145,Indonesia,1280,SOCKS4,High
111.68.27.154,4145,Indonesia,1280,SOCKS4,High
103.77.204.53,4145,Indonesia,1340,SOCKS4,High
103.215.16.250,4145,Indonesia,1320,SOCKS4,High
121.101.133.233,4145,Indonesia,1300,SOCKS4,High
112.78.35.132,4145,Indonesia,1160,SOCKS4,High
117.74.120.53,4145,Indonesia,1340,SOCKS4,High
114.6.176.183,4145,Indonesia,1640,SOCKS4,High
112.78.185.227,4145,Indonesia,1200,SOCKS4,High
103.91.45.86,4145,Indonesia,2080,SOCKS4,High
114.6.176.187,4145,Indonesia,1620,SOCKS4,High
203.190.119.34,4145,Indonesia,1400,SOCKS4,High
103.113.3.202,4145,Indonesia,1500,SOCKS4,High
103.20.188.226,4145,Indonesia,1160,SOCKS4,High
101.0.4.113,4145,Indonesia,1020,SOCKS4,High
103.71.241.94,4145,Indonesia,1400,SOCKS4,High
117.102.93.140,4145,Indonesia,1180,SOCKS4,High
103.244.204.186,4145,Indonesia,1280,SOCKS4,High
203.148.84.25,4145,Indonesia,1240,SOCKS4,High
117.20.53.217,4145,Indonesia,1560,SOCKS4,High
202.169.242.236,4145,Indonesia,2440,SOCKS4,High
210.57.219.135,4145,Indonesia,1200,SOCKS4,High
118.97.180.244,4145,Indonesia,1180,SOCKS4,High
114.199.83.38,4145,Indonesia,1120,SOCKS4,High
49.128.180.50,4145,Indonesia,1240,SOCKS4,High
101.0.4.57,4145,Indonesia,1120,SOCKS4,High
36.67.213.126,4145,Indonesia,1280,SOCKS4,High
202.51.116.25,4145,Indonesia,1000,SOCKS4,High
112.78.43.242,4145,Indonesia,1280,SOCKS4,High
103.9.145.221,4145,Indonesia,1120,SOCKS4,High
103.20.189.226,4145,Indonesia,1300,SOCKS4,High
110.232.75.242,4145,Indonesia,1220,SOCKS4,High
112.78.151.92,4145,Indonesia,1180,SOCKS4,High
103.78.36.22,4145,Indonesia,2500,SOCKS4,High
202.43.114.34,4145,Indonesia,880,SOCKS4,High
114.129.16.130,4145,Indonesia,1660,SOCKS4,High
103.28.149.90,4145,Indonesia,1080,SOCKS4,High
36.89.149.59,4145,Indonesia,1260,SOCKS4,High
202.51.98.114,4145,Indonesia,1040,SOCKS4,High
158.140.185.80,4145,Indonesia,1220,SOCKS4,High
202.162.204.212,4145,Indonesia,1420,SOCKS4,High
103.11.135.173,4145,Indonesia,1240,SOCKS4,High
103.253.1.254,4145,Indonesia,1400,SOCKS4,High
36.67.161.195,4145,Indonesia,1280,SOCKS4,High
114.6.194.14,4145,Indonesia,1220,SOCKS4,High
103.94.132.18,4145,Indonesia,1140,SOCKS4,High
103.75.209.53,4145,Indonesia,1320,SOCKS4,High
103.28.115.109,4145,Indonesia,1160,SOCKS4,High
122.102.45.133,4145,Indonesia,1180,SOCKS4,High
103.197.92.253,4145,Indonesia,2580,SOCKS4,High
203.160.59.145,4145,Indonesia,2360,SOCKS4,High
103.11.106.9,4145,Indonesia,1260,SOCKS4,High
110.76.149.198,4145,Indonesia,1040,SOCKS4,High
43.249.141.134,4145,Indonesia,1100,SOCKS4,High
203.190.41.182,4145,Indonesia,1420,SOCKS4,High
180.235.149.158,4145,Indonesia,1120,SOCKS4,High
114.7.21.221,4145,Indonesia,1680,SOCKS4,High
112.78.185.230,4145,Indonesia,1180,SOCKS4,High
103.8.59.18,4145,Indonesia,1180,SOCKS4,High
103.229.163.6,4145,Indonesia,1220,SOCKS4,High
103.195.18.121,4145,Indonesia,1360,SOCKS4,High
118.97.185.122,4145,Indonesia,1300,SOCKS4,High
114.129.17.115,4145,Indonesia,1360,SOCKS4,High
202.152.135.253,4145,Indonesia,1360,SOCKS4,High
103.36.8.189,4145,Indonesia,1000,SOCKS4,High
103.11.107.44,4145,Indonesia,1300,SOCKS4,High
103.77.204.79,4145,Indonesia,1340,SOCKS4,High
202.169.245.207,4145,Indonesia,1420,SOCKS4,High
103.80.236.38,4145,Indonesia,1320,SOCKS4,High
203.128.79.126,4145,Indonesia,1280,SOCKS4,High
115.124.70.149,4145,Indonesia,1500,SOCKS4,High
117.103.168.70,4145,Indonesia,1080,SOCKS4,High
116.0.0.65,4145,Indonesia,1180,SOCKS4,High
103.241.178.45,4145,Indonesia,1260,SOCKS4,High
103.232.66.166,4145,Indonesia,1100,SOCKS4,High
103.26.209.34,4145,Indonesia,2500,SOCKS4,High
114.5.22.162,4145,Indonesia,1480,SOCKS4,High
202.150.174.147,4145,Indonesia,1260,SOCKS4,High
103.95.8.1,4145,Indonesia,1240,SOCKS4,High
103.241.178.69,4145,Indonesia,1800,SOCKS4,High
103.22.169.178,4145,Indonesia,1040,SOCKS4,High
103.26.214.36,4145,Indonesia,1100,SOCKS4,High
45.251.73.65,4145,Indonesia,1200,SOCKS4,High
182.23.55.5,4145,Indonesia,1140,SOCKS4,High
103.95.8.26,4145,Indonesia,1200,SOCKS4,High
103.95.8.229,4145,Indonesia,1240,SOCKS4,High
103.77.158.137,4145,Indonesia,1260,SOCKS4,High
103.76.16.193,4145,Indonesia,1280,SOCKS4,High
103.228.119.69,4145,Indonesia,1380,SOCKS4,High
103.8.56.33,4145,Indonesia,1080,SOCKS4,High
